Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
24.750,53.7294,16,0.0082,0.2479,0.3318,25.8007,0.3124,588.3384,0.0106,0.1600,2737.0952,50.51979420,-104.49557509,26.4,28.0,-0.35,0.08,-0.78,3.5,-0.1,-0.0,4.0,6450
24.800,54.2770,16,0.0177,0.2493,0.3312,25.6310,0.6683,588.3472,0.0106,0.1600,1292.6824,50.51980032,-104.49557066,26.4,28.0,-0.22,0.06,-0.85,2.7,-0.1,0.2,4.0,6511
24.850,54.8094,16,0.0275,0.2511,0.3247,25.5341,1.0327,588.3544,0.0106,0.1600,844.7267,50.51980647,-104.49556620,26.4,28.1,-0.10,0.04,-0.91,1.6,-0.1,0.2,4.0,6564
24.900,55.2809,16,0.0385,0.2543,0.2943,25.7285,1.4313,588.3554,0.0105,0.1600,614.6806,50.51981268,-104.49556166,26.4,28.1,0.00,0.01,-0.97,1.0,-0.1,0.4,4.0,6602
24.950,55.7383,16,0.0488,0.2555,0.2716,25.9250,1.8027,588.3582,0.0105,0.1600,492.0899,50.51981890,-104.49555707,26.4,28.3,0.08,-0.01,-1.01,1.2,-0.2,0.8,4.0,6672
25.000,56.1390,16,0.0564,0.2487,0.2793,26.1300,2.0648,588.3676,0.0105,0.1600,432.7101,50.51982515,-104.49555231,26.4,28.4,0.13,-0.03,-1.02,1.9,-0.3,1.5,4.0,6700
25.050,56.5169,16,0.0662,0.2421,0.2832,26.3280,2.4052,588.3762,0.0105,0.1600,373.9854,50.51983142,-104.49554754,26.4,28.4,0.16,-0.03,-1.01,2.5,-0.5,2.3,4.0,6761
25.100,56.8034,16,0.0849,0.2360,0.2720,26.4978,3.0582,588.3818,0.0104,0.1600,295.6133,50.51983772,-104.49554273,26.4,28.4,0.17,-0.02,-1.00,2.6,-0.6,2.9,4.0,6808
25.150,57.1362,16,0.1034,0.2260,0.2667,26.6735,3.6991,588.3870,0.0104,0.1600,245.8313,50.51984406,-104.49553787,26.4,28.4,0.16,-0.01,-0.99,2.2,-0.6,3.3,4.0,6839
25.200,57.6542,16,0.1209,0.2002,0.2843,26.8730,4.2911,588.3909,0.0104,0.1600,213.8390,50.51985052,-104.49553282,26.4,28.3,0.14,0.01,-1.00,1.7,-0.5,3.5,4.0,6871
25.250,58.0871,16,0.1400,0.1727,0.2954,27.0725,4.9391,588.3953,0.0104,0.1590,187.1786,50.51985696,-104.49552776,26.4,28.3,0.11,0.03,-1.03,1.1,-0.3,3.5,4.0,6882
25.300,58.1800,16,0.1657,0.1379,0.2802,27.2721,5.8112,588.4016,0.0103,0.1540,159.3417,50.51986332,-104.49552268,26.4,28.3,0.09,0.04,-1.05,0.7,-0.1,3.4,4.0,6908
25.350,58.2687,16,0.1919,0.1017,0.2685,27.5312,6.7028,588.4070,0.0103,0.1500,138.3568,50.51986968,-104.49551753,26.4,28.3,0.06,0.05,-1.07,0.6,-0.0,3.4,4.0,6862
25.400,58.3409,16,0.2205,0.0596,0.2711,28.0288,7.6723,588.4092,0.0103,0.1500,121.0231,50.51987602,-104.49551216,26.4,28.4,0.04,0.06,-1.08,1.1,0.2,3.5,4.0,6819
25.450,58.3791,16,0.2565,0.0168,0.2711,28.5698,8.9030,588.4109,0.0103,0.1510,104.3615,50.51988232,-104.49550676,26.4,28.4,0.02,0.08,-1.09,2.5,0.4,4.2,4.0,6786
25.500,58.2819,16,0.3223,-0.0288,0.2601,29.2843,11.1787,588.4100,0.0103,0.1560,82.9777,50.51988848,-104.49550126,26.4,28.5,0.00,0.10,-1.07,4.8,0.3,5.4,4.0,6734
25.550,58.1352,16,0.3873,-0.0723,0.2477,30.0282,13.4347,588.4086,0.0103,0.1610,68.8703,50.51989460,-104.49549569,26.4,28.5,-0.03,0.12,-1.05,7.6,0.2,7.0,4.0,6701
25.600,57.7910,16,0.4490,-0.1077,0.2294,30.8896,15.6117,588.4053,0.0102,0.1660,58.9154,50.51990058,-104.49548985,26.4,28.5,-0.06,0.16,-1.01,10.5,-0.1,8.9,4.0,6655
25.650,57.4147,16,0.5086,-0.1407,0.2222,31.7847,17.7299,588.4042,0.0102,0.1700,51.5392,50.51990651,-104.49548398,26.4,28.4,-0.10,0.21,-0.98,12.9,-0.4,10.8,4.0,6597
25.700,56.9102,16,0.5600,-0.1644,0.2600,32.8145,19.6123,588.4116,0.0102,0.1700,46.1829,50.51991230,-104.49547798,26.4,28.4,-0.14,0.26,-0.95,14.2,-0.7,12.5,4.0,6597
25.750,56.5179,16,0.6095,-0.1834,0.2868,33.8979,21.4429,588.4165,0.0102,0.1700,41.9491,50.51991804,-104.49547188,26.4,28.3,-0.19,0.31,-0.93,14.3,-0.4,13.8,4.0,6462
25.800,56.5745,16,0.6516,-0.1835,0.2693,35.1956,23.0661,588.4113,0.0102,0.1700,39.0362,50.51992361,-104.49546533,26.4,28.2,-0.23,0.37,-0.94,14.3,0.0,14.8,4.0,6406
25.850,56.4958,16,0.6924,-0.1871,0.2524,36.4617,24.6548,588.4060,0.0102,0.1710,36.4698,50.51992911,-104.49545876,26.4,28.1,-0.26,0.42,-0.95,15.2,0.4,16.0,4.0,6403
25.900,55.8762,16,0.7285,-0.2043,0.2376,37.6014,26.1063,588.4000,0.0102,0.1760,34.0645,50.51993434,-104.49545211,26.4,28.0,-0.28,0.47,-0.96,18.3,0.6,17.8,4.0,6432
25.950,55.2921,16,0.7653,-0.2191,0.2296,38.8497,27.5971,588.3975,0.0102,0.1790,31.8875,50.51993948,-104.49544539,26.4,27.8,-0.29,0.51,-0.97,23.4,0.4,20.7,4.0,6371
26.000,54.8499,16,0.8047,-0.2241,0.2490,40.5329,29.2452,588.4083,0.0101,0.1740,29.8498,50.51994431,-104.49543835,26.4,27.5,-0.29,0.54,-0.98,28.5,0.4,23.8,4.0,6341
26.050,54.4045,16,0.8423,-0.2282,0.2621,42.2252,30.8369,588.4154,0.0101,0.1690,28.0792,50.51994907,-104.49543125,26.4,27.3,-0.29,0.57,-1.00,32.4,0.6,26.7,4.0,6280
26.100,53.9465,16,0.8723,-0.2290,0.2500,43.9539,32.2025,588.4076,0.0101,0.1640,26.6621,50.51995354,-104.49542385,26.4,27.1,-0.31,0.61,-1.02,33.6,1.2,28.7,4.0,6200
26.150,53.4742,16,0.9006,-0.2297,0.2391,45.6873,33.5113,588.3999,0.0101,0.1600,25.3965,50.51995792,-104.49541642,26.4,27.1,-0.32,0.62,-1.03,32.7,1.9,29.7,4.0,6215
26.200,52.9447,16,0.9218,-0.2297,0.2337,47.4394,34.5929,588.3927,0.0101,0.1600,24.3588,50.51996196,-104.49540882,26.4,27.2,-0.32,0.63,-1.04,30.4,2.6,30.0,4.0,6135
26.250,52.4444,16,0.9409,-0.2273,0.2275,49.2030,35.6044,588.3862,0.0101,0.1600,23.4431,50.51996593,-104.49540113,26.5,27.3,-0.27,0.63,-1.06,27.7,3.3,30.1,4.0,6153
26.300,52.0604,16,0.9519,-0.2156,0.2180,51.0126,36.3355,588.3820,0.0101,0.1600,22.8032,50.51996965,-104.49539313,26.5,27.6,-0.18,0.63,-1.08,26.4,3.9,30.4,4.0,6046
26.350,51.7265,16,0.9584,-0.1991,0.2051,52.7955,36.8887,588.3772,0.0101,0.1590,22.3172,50.51997331,-104.49538508,26.5,27.8,-0.06,0.64,-1.10,26.9,4.4,31.2,4.0,6141
26.400,51.5931,16,0.9467,-0.1631,0.1789,54.4712,36.7299,588.3705,0.0100,0.1540,22.3559,50.51997670,-104.49537684,26.5,28.1,0.07,0.65,-1.13,28.9,4.8,32.4,4.0,6057
26.450,51.3956,16,0.9374,-0.1374,0.1592,56.2297,36.6451,588.3648,0.0100,0.1490,22.3219,50.51998000,-104.49536857,26.5,28.3,0.19,0.66,-1.16,31.1,5.2,33.6,4.0,6038
26.500,50.9423,16,0.9375,-0.1524,0.1655,58.3193,36.8559,588.3627,0.0100,0.1440,21.9984,50.51998293,-104.49536017,26.5,28.4,0.28,0.68,-1.19,32.6,5.6,34.6,4.0,6053
26.550,50.5168,16,0.9420,-0.1611,0.1701,60.3545,37.2542,588.3621,0.0100,0.1390,21.5814,50.51998577,-104.49535171,26.5,28.5,0.33,0.69,-1.24,32.8,6.1,35.0,4.0,5927
26.600,50.2031,16,0.9643,-0.1443,0.1674,62.1720,38.4027,588.3676,0.0100,0.1340,20.8060,50.51998833,-104.49534303,26.5,28.6,0.37,0.70,-1.28,32.7,6.8,35.3,4.0,6018
26.650,49.8782,16,0.9840,-0.1305,0.1760,64.0177,39.4398,588.3762,0.0100,0.1300,20.1278,50.51999079,-104.49533432,26.5,28.6,0.38,0.69,-1.33,32.6,7.3,35.5,4.0,5838
26.700,49.5089,16,0.9929,-0.1291,0.2290,65.9767,40.0310,588.3970,0.0100,0.1300,19.6837,50.51999290,-104.49532546,26.5,28.6,0.38,0.66,-1.37,31.9,7.8,35.3,4.0,5942
26.750,49.1793,16,1.0030,-0.1304,0.2649,68.0556,40.6692,588.4143,0.0100,0.1290,19.2459,50.51999489,-104.49531658,26.5,28.6,0.36,0.61,-1.40,30.0,8.2,34.6,4.0,5867
26.800,49.0087,16,1.0173,-0.1423,0.2318,70.6139,41.4949,588.4173,0.0099,0.1240,18.7974,50.51999641,-104.49530758,26.5,28.6,0.30,0.59,-1.41,26.2,8.9,33.3,4.0,5742
26.850,48.8184,16,1.0328,-0.1534,0.2105,72.9887,42.3818,588.4225,0.0099,0.1200,18.3326,50.51999788,-104.49529857,26.5,28.7,0.21,0.61,-1.38,22.0,9.6,32.0,4.0,5796
26.900,48.5498,16,1.0530,-0.1611,0.2364,74.6297,43.5131,588.4362,0.0099,0.1200,17.7577,50.51999915,-104.49528946,26.5,28.8,0.12,0.63,-1.34,20.4,9.9,31.5,4.0,5675
26.950,48.2015,16,1.0722,-0.1674,0.2627,76.4227,44.6123,588.4509,0.0099,0.1190,17.1960,50.52000029,-104.49528041,26.5,29.0,0.06,0.65,-1.28,21.2,9.9,32.0,4.0,5720
27.000,47.5349,16,1.0871,-0.1677,0.2903,78.8239,45.5829,588.4694,0.0099,0.1140,16.5970,50.52000093,-104.49527154,26.5,29.1,0.02,0.66,-1.24,23.0,9.6,32.9,4.0,5692
27.050,46.9484,16,1.1037,-0.1677,0.3125,81.3033,46.6390,588.4853,0.0099,0.1100,16.0211,50.52000147,-104.49526267,26.5,29.2,-0.01,0.66,-1.21,23.3,9.6,33.3,4.0,5635
27.100,46.6825,16,1.1277,-0.1670,0.3129,84.0951,48.0369,588.4913,0.0099,0.1100,15.4668,50.52000154,-104.49525380,26.5,29.4,-0.03,0.66,-1.20,22.1,10.0,33.2,4.0,5673
27.150,46.3907,16,1.1448,-0.1643,0.3181,86.8321,49.1459,588.4990,0.0099,0.1100,15.0232,50.52000153,-104.49524493,26.5,29.5,-0.04,0.67,-1.22,19.7,10.7,32.9,4.0,5584
27.200,45.9955,16,1.1345,-0.1534,0.3427,89.3495,49.0999,588.5127,0.0098,0.1100,14.9092,50.52000117,-104.49523612,26.4,29.6,-0.05,0.69,-1.25,17.6,11.5,32.8,4.0,5614
27.250,45.6481,16,1.1251,-0.1420,0.3691,91.8021,49.0827,588.5268,0.0098,0.1110,14.8018,50.52000072,-104.49522734,26.4,29.6,-0.05,0.70,-1.29,16.8,12.5,33.4,4.0,5521
27.300,45.4918,16,1.1191,-0.1288,0.4025,93.9960,49.1811,588.5421,0.0098,0.1160,14.7216,50.51999991,-104.49521868,26.4,29.5,-0.05,0.71,-1.33,17.3,13.1,34.4,4.0,5591
27.350,45.3074,16,1.1127,-0.1151,0.4168,96.1892,49.2547,588.5536,0.0098,0.1190,14.6400,50.51999902,-104.49521006,26.4,29.5,-0.04,0.71,-1.36,18.6,13.4,35.8,4.0,5456
27.400,45.0107,16,1.1050,-0.0994,0.3545,98.3796,49.2294,588.5497,0.0098,0.1140,14.5516,50.51999779,-104.49520161,26.4,29.5,-0.02,0.70,-1.36,20.2,13.1,37.3,4.0,5582
27.450,44.7296,16,1.0929,-0.0922,0.3049,100.6827,48.9912,588.5475,0.0098,0.1100,14.5310,50.51999645,-104.49519319,26.4,29.6,-0.01,0.68,-1.34,20.9,12.7,38.6,4.0,5490
27.500,44.5109,16,1.0631,-0.1188,0.3061,103.4366,47.9019,588.5522,0.0098,0.1100,14.7888,50.51999463,-104.49518497,26.4,29.7,-0.01,0.67,-1.31,20.2,12.5,39.3,4.0,5427
27.550,44.2223,16,1.0477,-0.1399,0.2995,106.1463,47.4839,588.5541,0.0098,0.1110,14.8223,50.51999274,-104.49517686,26.4,29.8,-0.00,0.66,-1.30,18.6,12.5,39.8,4.0,5451
27.600,43.6541,16,1.0894,-0.1392,0.2623,108.6793,49.7513,588.5450,0.0097,0.1160,13.9650,50.51999058,-104.49516921,26.4,29.8,0.01,0.67,-1.29,16.8,12.4,39.9,4.0,5355
27.650,43.1477,16,1.1304,-0.1317,0.2280,111.2483,51.9987,588.5366,0.0097,0.1200,13.2064,50.51998832,-104.49516162,26.4,29.7,0.01,0.69,-1.29,15.3,12.4,40.0,4.0,5377
27.700,42.8880,16,1.1682,-0.0965,0.2056,113.9613,54.1656,588.5307,0.0097,0.1200,12.6018,50.51998570,-104.49515426,26.4,29.6,0.01,0.71,-1.30,15.2,12.4,40.2,4.0,5357
27.750,42.6989,16,1.2036,-0.0647,0.1827,116.7277,56.2004,588.5244,0.0097,0.1220,12.0920,50.51998297,-104.49514700,26.4,29.5,0.00,0.74,-1.31,15.9,12.4,40.3,4.0,5463
27.800,42.7920,16,1.2293,-0.0469,0.1581,119.7078,57.7065,588.5163,0.0097,0.1320,11.8020,50.51997981,-104.49514013,26.4,29.5,-0.01,0.76,-1.32,17.2,12.3,40.5,4.0,5416
27.850,42.8665,16,1.2488,-0.0281,0.1428,122.6713,58.9078,588.5115,0.0097,0.1410,11.5815,50.51997657,-104.49513335,26.4,29.4,-0.01,0.78,-1.34,19.1,12.3,40.7,4.0,5425
27.900,42.8671,16,1.2434,-0.0054,0.1649,125.5684,58.8895,588.5198,0.0097,0.1460,11.5853,50.51997301,-104.49512690,26.4,29.3,-0.01,0.79,-1.36,21.8,12.3,41.2,4.0,5475
27.950,42.7923,16,1.2412,0.0137,0.1844,128.4919,59.0003,588.5259,0.0097,0.1480,11.5433,50.51996938,-104.49512062,26.4,29.2,0.01,0.79,-1.37,24.6,12.2,41.8,4.0,5483
28.000,42.4156,16,1.2517,0.0183,0.1934,131.5210,59.6270,588.5237,0.0097,0.1380,11.3215,50.51996545,-104.49511503,26.4,29.1,0.04,0.78,-1.38,26.8,12.2,42.3,4.0,5533
28.050,42.1271,16,1.2644,0.0252,0.1952,134.5955,60.3563,588.5193,0.0097,0.1310,11.1086,50.51996142,-104.49510956,26.4,29.1,0.06,0.78,-1.40,27.7,12.5,42.9,4.0,5377
28.100,42.1911,16,1.2857,0.0418,0.1679,137.8513,61.4955,588.5065,0.0097,0.1360,10.9194,50.51995704,-104.49510457,26.4,29.1,0.08,0.79,-1.40,27.7,13.3,43.5,4.0,5434
28.150,42.2323,16,1.3017,0.0547,0.1513,140.9977,62.3591,588.4957,0.0097,0.1390,10.7787,50.51995262,-104.49509972,26.4,29.1,0.10,0.79,-1.40,27.3,14.0,44.2,4.0,5522
28.200,42.1823,16,1.2958,0.0532,0.1770,143.7060,62.1198,588.4931,0.0097,0.1340,10.8074,50.51994805,-104.49509538,26.4,29.1,0.11,0.78,-1.40,24.9,14.6,44.2,4.0,5461
28.250,42.1558,16,1.2841,0.0563,0.1998,146.6228,61.5991,588.4909,0.0097,0.1300,10.8919,50.51994341,-104.49509124,26.4,29.1,0.12,0.78,-1.38,19.1,15.2,42.9,4.0,5599
28.300,42.2229,16,1.2490,0.0778,0.2110,150.3739,59.9527,588.4902,0.0096,0.1300,11.2088,50.51993847,-104.49508788,26.4,29.1,0.12,0.78,-1.37,9.5,15.6,40.4,4.0,5587
28.350,42.3373,16,1.2106,0.1026,0.2196,153.7625,58.1212,588.4886,0.0096,0.1300,11.5933,50.51993350,-104.49508458,26.4,29.0,0.12,0.81,-1.37,-2.1,15.7,37.2,4.0,5896
28.400,42.6412,16,1.1587,0.1407,0.2181,155.7014,55.5495,588.4833,0.0096,0.1300,12.2171,50.51992840,-104.49508154,26.4,29.0,0.14,0.85,-1.35,-14.8,14.6,33.7,4.0,5839
28.450,42.9158,16,1.1087,0.1747,0.2137,157.7365,53.0350,588.4781,0.0096,0.1300,12.8788,50.51992325,-104.49507864,26.4,28.9,0.18,0.89,-1.33,-24.3,12.8,31.3,4.0,5747
28.500,43.0731,16,1.0661,0.1922,0.1977,160.1569,50.7490,588.4731,0.0096,0.1300,13.5082,50.51991793,-104.49507633,26.4,28.9,0.24,0.91,-1.31,-33.3,10.4,29.2,4.0,5941
28.550,43.2474,16,1.0252,0.2086,0.1826,162.5806,48.5343,588.4693,0.0096,0.1310,14.1818,50.51991259,-104.49507413,26.4,28.9,0.28,0.94,-1.26,-43.5,7.2,26.3,4.0,5867
28.600,43.4897,16,0.9910,0.2205,0.1707,165.0176,46.6048,588.4698,0.0096,0.1360,14.8517,50.51990714,-104.49507235,26.4,28.9,0.27,0.98,-1.18,-55.5,3.6,21.9,4.0,5869
28.650,43.8318,16,0.9501,0.2350,0.1482,167.3544,44.3713,588.4671,0.0096,0.1400,15.7220,50.51990163,-104.49507069,26.4,28.9,0.21,1.03,-1.07,-66.5,-0.1,16.6,4.0,5623
28.700,44.5731,16,0.8828,0.2598,0.0830,169.2901,40.9218,588.4509,0.0096,0.1400,17.3356,50.51989587,-104.49506951,26.4,28.9,0.15,1.06,-0.97,-73.1,-3.1,11.5,4.0,5505
28.750,45.2248,16,0.8129,0.2784,0.0272,171.2486,37.3610,588.4362,0.0096,0.1420,19.2654,50.51989009,-104.49506845,26.4,28.9,0.13,1.08,-0.90,-71.8,-4.8,7.6,4.0,5572
28.800,45.5180,16,0.7326,0.2716,0.0089,173.2987,33.3555,588.4272,0.0095,0.1520,21.7188,50.51988425,-104.49506788,26.4,29.0,0.13,1.09,-0.85,-60.3,-5.4,5.5,4.0,5523
28.850,45.8605,16,0.6577,0.2672,0.0001,175.0268,29.6185,588.4208,0.0095,0.1600,24.6431,50.51987838,-104.49506731,26.4,29.1,0.14,1.08,-0.81,-37.3,-4.9,6.2,4.0,5536
28.900,46.4001,16,0.6041,0.2722,0.0289,175.4666,26.9554,588.4249,0.0095,0.1600,27.3964,50.51987240,-104.49506674,26.4,29.2,0.13,1.07,-0.79,-6.3,-3.7,9.7,4.0,5578
28.950,46.8382,16,0.5375,0.2668,0.0487,175.9664,23.7477,588.4268,0.0095,0.1600,31.3905,50.51986643,-104.49506622,26.4,29.2,0.13,1.01,-0.79,26.4,-2.2,15.1,4.0,5645
29.000,46.8703,16,0.4189,0.2204,0.0320,176.7063,18.3621,588.4202,0.0095,0.1600,40.6252,50.51986049,-104.49506590,26.4,29.2,0.12,0.91,-0.83,57.5,-0.5,21.2,4.0,5632
29.050,46.9880,16,0.3130,0.1715,0.0239,177.4356,13.5570,588.4161,0.0095,0.1600,55.1625,50.51985453,-104.49506563,26.4,29.2,0.11,0.80,-0.87,71.4,0.8,24.3,4.0,5619
29.100,47.4480,16,0.2571,0.1123,0.0501,178.1227,11.0738,588.4219,0.0095,0.1600,68.1934,50.51984845,-104.49506554,26.4,29.1,0.10,0.68,-0.92,73.1,1.8,24.8,4.0,5640
29.150,47.7971,16,0.2056,0.0544,0.0702,178.7613,8.7893,588.4261,0.0095,0.1600,86.5497,50.51984240,-104.49506549,26.4,29.1,0.09,0.56,-0.97,65.9,2.4,23.1,4.0,5560
29.200,47.7020,16,0.1711,0.0017,0.0660,179.2058,7.2999,588.4243,0.0095,0.1600,104.0014,50.51983641,-104.49506558,26.4,29.0,0.08,0.45,-1.00,53.7,2.5,20.0,4.0,5577
29.250,47.5438,16,0.1352,-0.0466,0.0654,179.5485,5.7549,588.4238,0.0095,0.1600,131.4841,50.51983045,-104.49506565,26.4,29.0,0.07,0.35,-1.00,40.0,2.3,16.5,4.0,5481
29.300,47.1331,16,0.0936,-0.0774,0.0795,179.4835,3.9878,588.4289,0.0095,0.1600,188.1124,50.51982460,-104.49506563,26.5,29.1,0.05,0.27,-1.00,27.1,1.8,13.1,4.0,5451
29.350,46.7336,16,0.0507,-0.1127,0.0937,179.4247,2.1626,588.4333,0.0095,0.1600,343.9346,50.51981877,-104.49506560,26.5,29.2,0.01,0.21,-0.98,15.5,1.2,9.8,4.0,5414
29.400,46.3794,16,0.0027,-0.1656,0.1083,179.3904,0.1055,588.4353,0.0095,0.1600,6997.0942,50.51981302,-104.49506555,26.5,29.3,-0.03,0.15,-0.96,5.5,0.8,6.6,4.0,5306
29.450,46.0333,16,-0.0620,-0.2143,0.1183,179.2801,-2.6901,588.4376,0.0095,0.1600,272.3501,50.51980728,-104.49506545,26.5,29.4,-0.07,0.10,-0.95,-2.9,0.6,3.5,4.0,5310
29.500,45.7193,16,-0.1933,-0.2464,0.1103,178.8656,-8.4396,588.4410,0.0095,0.1600,86.2185,50.51980159,-104.49506519,26.5,29.5,-0.12,0.05,-0.94,-9.5,0.5,0.5,4.0,5213
29.550,45.3485,16,-0.3170,-0.2784,0.1165,178.2628,-13.9024,588.4468,0.0095,0.1600,51.9151,50.51979594,-104.49506485,26.5,29.5,-0.17,0.01,-0.92,-14.6,0.5,-2.6,4.0,5192
29.600,44.7503,16,-0.4105,-0.3097,0.1798,176.9070,-18.2188,588.4617,0.0095,0.1600,39.0929,50.51979048,-104.49506420,26.5,29.6,-0.23,-0.04,-0.91,-18.3,0.5,-5.7,4.0,5132
29.650,44.1391,16,-0.5027,-0.3315,0.2267,175.4980,-22.5315,588.4741,0.0095,0.1590,31.1784,50.51978506,-104.49506343,26.5,29.6,-0.28,-0.09,-0.90,-21.9,0.8,-9.1,4.0,5074
29.700,43.4755,16,-0.5898,-0.3152,0.2081,173.8764,-26.8296,588.4764,0.0094,0.1540,25.7900,50.51977980,-104.49506222,26.5,29.7,-0.32,-0.16,-0.89,-26.5,1.2,-13.3,4.0,5030
29.750,42.8197,16,-0.6780,-0.3017,0.1944,172.1944,-31.2188,588.4792,0.0094,0.1490,21.8297,50.51977458,-104.49506090,26.5,29.7,-0.35,-0.23,-0.89,-32.5,1.6,-18.4,4.0,5041
29.800,42.1950,16,-0.7704,-0.2990,0.2002,170.2710,-35.9728,588.4837,0.0094,0.1440,18.6684,50.51976951,-104.49505916,26.5,29.7,-0.37,-0.33,-0.89,-41.0,2.3,-25.6,4.0,4971
29.850,41.6033,16,-0.8580,-0.2918,0.2067,168.3219,-40.5540,588.4866,0.0094,0.1400,16.3273,50.51976448,-104.49505733,26.5,29.7,-0.38,-0.42,-0.91,-48.6,3.4,-31.8,4.0,4943
29.900,41.1439,16,-0.9269,-0.2663,0.2156,166.2698,-44.4445,588.4832,0.0094,0.1400,14.7336,50.51975957,-104.49505514,26.5,29.6,-0.37,-0.49,-0.93,-55.5,4.6,-37.7,4.0,4936
29.950,40.6972,16,-0.9853,-0.2388,0.2136,164.0581,-47.8337,588.4790,0.0094,0.1410,13.5410,50.51975472,-104.49505279,26.5,29.6,-0.36,-0.55,-0.96,-60.2,6.1,-42.1,4.0,4937
30.000,40.3014,16,-1.0013,-0.2035,0.1677,161.2079,-49.2177,588.4715,0.0094,0.1460,13.0322,50.51975014,-104.49504977,26.5,29.5,-0.34,-0.60,-0.99,-62.0,7.5,-45.0,4.0,4975
30.050,39.9647,16,-1.0172,-0.1679,0.1269,158.3581,-50.5840,588.4641,0.0094,0.1500,12.5743,50.51974560,-104.49504662,26.5,29.5,-0.31,-0.64,-1.04,-60.6,9.1,-46.3,4.0,4929
30.100,39.8648,16,-1.0331,-0.1313,0.1069,155.5098,-51.8796,588.4571,0.0094,0.1500,12.2296,50.51974122,-104.49504293,26.5,29.5,-0.28,-0.69,-1.08,-57.5,11.0,-46.7,4.0,4826
30.150,39.7161,16,-1.0514,-0.0967,0.0912,152.8161,-53.2716,588.4526,0.0094,0.1500,11.8656,50.51973690,-104.49503918,26.5,29.5,-0.23,-0.72,-1.13,-55.1,13.0,-46.9,4.0,4893
30.200,39.3721,16,-1.0790,-0.0700,0.0927,150.7406,-55.0493,588.4578,0.0094,0.1500,11.3830,50.51973281,-104.49503512,26.5,29.5,-0.19,-0.73,-1.18,-53.6,14.7,-47.2,4.0,4897
30.250,39.0507,16,-1.1053,-0.0464,0.0899,148.3731,-56.7407,588.4624,0.0094,0.1490,10.9535,50.51972882,-104.49503089,26.5,29.5,-0.15,-0.71,-1.22,-51.3,16.0,-46.9,4.0,4913
30.300,38.8198,16,-1.1261,-0.0355,0.0694,144.8377,-58.0865,588.4643,0.0094,0.1440,10.6365,50.51972519,-104.49502596,26.5,29.5,-0.11,-0.69,-1.25,-46.8,17.2,-45.8,4.0,4947
30.350,38.6514,16,-1.1440,-0.0251,0.0598,141.4065,-59.2717,588.4673,0.0094,0.1400,10.3786,50.51972162,-104.49502092,26.5,29.5,-0.08,-0.69,-1.28,-40.1,18.5,-44.3,4.0,4910
30.400,38.7333,16,-1.1500,-0.0171,0.0938,138.3921,-59.8145,588.4752,0.0094,0.1400,10.3062,50.51971829,-104.49501542,26.5,29.5,-0.06,-0.69,-1.31,-33.0,19.8,-43.1,4.0,4964
30.450,38.7369,16,-1.1544,-0.0108,0.1299,135.4331,-60.2733,588.4836,0.0094,0.1390,10.2287,50.51971503,-104.49500985,26.5,29.5,-0.04,-0.71,-1.33,-27.3,21.1,-42.8,4.0,5028
30.500,38.4277,16,-1.1530,-0.0112,0.1741,132.6964,-60.3959,588.4945,0.0094,0.1340,10.1264,50.51971208,-104.49500402,26.5,29.6,-0.02,-0.73,-1.36,-22.0,22.2,-42.9,4.0,4997
30.550,38.2005,16,-1.1560,-0.0102,0.1982,129.7581,-60.7557,588.5030,0.0094,0.1290,10.0070,50.51970925,-104.49499805,26.5,29.6,0.00,-0.75,-1.39,-15.9,23.2,-43.1,4.0,4920
30.600,38.3013,16,-1.1769,-0.0040,0.1415,126.0138,-62.0645,588.5020,0.0094,0.1240,9.8218,50.51970685,-104.49499147,26.5,29.5,0.02,-0.80,-1.41,-8.3,24.0,-43.5,4.0,4949
