Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,4504,283,381,2497,1034,986,2995,0,60365928,24352600,810
1,4557,289,381,2531,1032,979,3648,0,60365933,24352610,810
1,4631,295,381,2609,1032,983,4427,0,60365936,24352621,810
1,4754,302,381,2722,1031,979,5085,0,60365941,24352633,810
1,4885,309,381,2838,1031,984,5749,0,60365945,24352648,810
1,5086,315,381,2982,1032,980,6463,0,60365946,24352661,810
1,5206,321,381,3119,1032,976,6946,0,60365950,24352678,810
1,5330,328,382,3228,1033,976,7474,0,60365951,24352693,810
1,5317,339,382,3351,1033,967,7924,0,60365951,24352710,810
1,5385,347,382,3464,1029,970,8395,0,60365951,24352726,810
1,5486,359,382,3550,1029,960,8951,0,60365951,24352743,810
1,5561,372,382,3638,1031,969,9408,0,60365950,24352761,810
1,5728,385,382,3714,1031,968,9856,0,60365948,24352780,810
1,5929,397,382,3771,1031,977,10245,0,60365946,24352798,810
1,6204,406,382,3832,1032,977,10604,0,60365943,24352816,810
1,6494,414,382,3891,1035,976,10822,0,60365940,24352835,810
1,6886,422,382,3939,1038,968,11123,0,60365935,24352853,810
1,7324,431,382,3995,1035,967,11567,0,60365930,24352871,810
1,7649,444,382,4059,1034,969,11881,0,60365925,24352890,810
1,7765,456,382,4117,1037,969,12153,0,60365918,24352908,810
1,8051,465,382,4189,1037,961,12357,0,60365911,24352926,810
1,8339,477,382,4264,1035,962,12703,0,60365905,24352945,810
1,8709,493,382,4324,1036,960,13170,0,60365896,24352961,810
1,8757,506,382,4389,1030,964,13318,0,60365888,24352980,810
1,8795,519,382,4448,1023,959,13493,0,60365880,24352996,810
1,8145,534,382,4489,1016,965,13749,0,60365870,24353013,810
1,7964,547,382,4528,1008,972,14029,0,60365860,24353028,810
1,8087,560,382,4560,1004,973,14310,0,60365850,24353045,810
1,8271,568,382,4581,1003,971,14463,0,60365838,24353060,810
1,8468,577,382,4602,1004,960,14442,0,60365826,24353076,810
1,8664,590,382,4622,1003,959,14465,0,60365815,24353093,810
1,8860,605,382,4640,1002,958,14512,0,60365803,24353110,810
1,9060,620,382,4662,1001,959,14550,0,60365791,24353126,810
1,9246,634,383,4689,1004,958,14577,0,60365778,24353143,810
1,9481,650,383,4717,1006,959,14535,0,60365765,24353161,810
1,9664,665,383,4760,1004,963,14581,0,60365751,24353180,810
1,9876,679,382,4812,1008,962,14599,0,60365738,24353198,810
1,10089,691,382,4869,1009,965,14608,0,60365725,24353216,810
1,10284,704,382,4920,1009,963,14616,0,60365710,24353236,810
1,10456,717,382,4977,1010,967,14626,0,60365695,24353256,810
1,10630,729,383,5023,1013,967,14705,0,60365680,24353275,810
1,10808,741,383,5072,1014,965,14685,0,60365665,24353295,810
1,10989,752,383,5121,1014,965,14747,0,60365648,24353315,810
1,11154,765,383,5167,1020,966,14770,0,60365633,24353335,810
1,11305,778,383,5210,1018,975,14787,0,60365616,24353355,810
1,11463,789,383,5260,1017,973,14862,0,60365600,24353375,810
1,11612,797,383,5301,1017,974,14893,0,60365583,24353395,810
1,11734,806,384,5347,1019,970,14950,0,60365566,24353415,810
1,11874,817,384,5392,1016,975,14977,0,60365548,24353436,810
1,11988,827,384,5433,1015,976,15070,0,60365531,24353455,810
1,12111,836,384,5482,1019,977,15109,0,60365513,24353475,820
1,12237,844,384,5534,1018,979,15128,0,60365495,24353495,820
1,12353,852,384,5583,1016,980,15169,0,60365476,24353515,820
1,12479,860,385,5640,1015,980,15217,0,60365458,24353535,820
1,12586,866,385,5692,1014,980,15266,0,60365438,24353555,820
1,12668,874,385,5741,1006,978,15291,0,60365420,24353573,820
1,12765,881,385,5782,1006,979,15358,0,60365400,24353593,820
1,12872,888,385,5826,1005,979,15377,0,60365380,24353611,820
1,12975,897,385,5865,1001,983,15401,0,60365360,24353631,820
1,13069,903,384,5899,999,984,15438,0,60365341,24353650,820
1,13152,908,384,5941,1006,984,15450,0,60365320,24353670,830
1,13242,914,384,5978,1002,985,15437,0,60365300,24353690,830
1,13327,920,384,6008,1001,984,15453,0,60365280,24353710,830
1,13395,925,384,6046,1002,984,15460,0,60365258,24353728,830
1,13474,931,385,6080,1002,985,15461,0,60365238,24353748,830
1,13556,937,385,6104,996,985,15452,0,60365216,24353768,830
1,13630,941,385,6131,996,985,15503,0,60365196,24353788,830
1,13701,947,385,6153,997,985,15483,0,60365175,24353808,830
1,13764,953,385,6169,994,986,15477,0,60365153,24353828,830
1,13834,957,385,6185,994,987,15490,0,60365131,24353848,830
1,13895,962,385,6197,996,986,15480,0,60365110,24353870,840
1,13963,968,385,6207,998,988,15478,0,60365088,24353890,840
1,14041,972,385,6218,999,988,15460,0,60365066,24353911,840
1,14087,976,385,6227,1002,989,15458,0,60365045,24353931,840
1,14147,981,385,6237,1002,987,15445,0,60365023,24353953,840
1,14211,984,385,6252,1004,990,15441,0,60365001,24353975,840
1,14282,989,385,6265,1004,995,15451,0,60364978,24353995,840
1,14340,993,386,6277,1007,1009,15453,0,60364956,24354016,840
1,14371,992,386,6291,1003,1018,15458,0,60364935,24354038,840
1,14147,987,386,6295,1003,1026,15465,0,60364911,24354060,850
1,14035,978,386,6255,1006,1026,15468,0,60364890,24354081,850
1,13876,968,386,6128,1001,1034,15493,0,60364866,24354101,850
1,13620,968,386,5949,1001,1042,15492,0,60364845,24354123,850
1,13407,954,386,5672,995,1047,15520,0,60364823,24354143,850
1,13201,937,386,5443,998,1045,15493,0,60364801,24354165,850
