Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,4791,313,385,2317,1029,1013,22379,0,60364075,24354356,860
1,4752,308,385,2310,1033,1013,22670,0,60364070,24354345,860
1,4740,304,385,2304,1032,1012,23069,0,60364066,24354331,860
1,4669,299,385,2302,1035,1011,23684,0,60364063,24354316,870
1,4731,295,385,2301,1032,1004,24029,0,60364060,24354303,870
1,4694,291,385,2310,1034,997,24923,0,60364058,24354286,860
1,4681,291,385,2349,1031,992,25294,0,60364056,24354273,860
1,4785,294,385,2410,1034,987,26067,0,60364056,24354258,860
1,4909,297,385,2489,1033,985,26758,0,60364058,24354243,860
1,5100,302,385,2610,1032,983,27337,0,60364058,24354228,860
1,5144,309,385,2730,1034,988,27993,0,60364061,24354211,860
1,4959,315,385,2846,1034,999,28552,0,60364063,24354196,860
1,5056,318,385,2960,1033,997,29054,0,60364066,24354183,860
1,4912,316,385,3049,1031,993,29900,0,60364073,24354168,870
1,4973,317,385,3116,1035,979,30299,0,60364078,24354155,870
1,4948,323,385,3162,1035,983,30807,0,60364083,24354141,870
1,5042,330,385,3190,1031,984,31428,0,60364088,24354131,870
1,5233,337,385,3226,1032,983,31901,0,60364095,24354121,870
1,5496,341,385,3269,1033,979,32619,0,60364103,24354111,870
1,5665,348,385,3322,1030,976,32783,0,60364110,24354103,870
1,5641,357,386,3389,1029,980,33504,0,60364118,24354096,870
1,5427,365,385,3477,1036,980,34009,0,60364126,24354091,860
1,5479,372,385,3552,1032,976,34193,0,60364135,24354086,860
1,5851,379,385,3620,1038,977,34817,0,60364145,24354083,870
1,6082,389,385,3686,1037,970,35028,0,60364153,24354080,870
1,6261,397,385,3737,1033,971,35429,0,60364163,24354080,870
1,6335,407,385,3780,1025,968,35799,0,60364173,24354080,870
1,6321,420,385,3827,1021,976,307,0,60364183,24354081,860
1,6279,430,385,3866,1013,975,624,0,60364193,24354083,860
1,6421,437,386,3908,1008,965,1049,0,60364203,24354088,860
1,6622,447,386,3953,1004,966,1313,0,60364213,24354093,860
1,6721,462,386,3994,1001,967,1428,0,60364223,24354098,860
1,6886,475,386,4033,993,978,1511,0,60364235,24354105,860
1,7043,483,386,4083,988,979,1620,0,60364246,24354110,860
1,7244,492,386,4131,982,995,1649,0,60364258,24354116,860
1,7441,498,385,4178,975,1001,1670,0,60364268,24354125,860
1,7290,496,385,4230,970,1015,1652,0,60364281,24354131,860
1,7265,494,385,4240,969,1010,1603,0,60364293,24354138,860
1,7196,489,386,4195,964,1018,1425,0,60364305,24354145,860
1,7152,483,385,4081,965,1020,1278,0,60364316,24354150,860
1,7052,478,386,3944,967,1024,1112,0,60364330,24354155,860
1,6864,468,386,3776,965,1027,846,0,60364341,24354156,860
1,6772,458,386,3583,966,1023,641,0,60364353,24354160,860
1,6545,450,385,3447,967,1027,378,0,60364365,24354160,860
1,6445,441,385,3335,963,1027,37,0,60364376,24354160,860
1,6315,431,385,3230,963,1021,35876,0,60364388,24354158,860
1,6222,421,385,3153,965,1018,35626,0,60364398,24354156,860
1,6145,415,386,3086,969,1012,35318,0,60364410,24354153,860
1,6071,410,386,3019,973,1014,35020,0,60364420,24354150,860
1,5955,404,386,2967,976,1008,34665,0,60364430,24354145,860
1,5799,400,386,2917,978,1008,34248,0,60364440,24354138,860
1,5765,397,386,2865,978,1009,33948,0,60364448,24354131,860
1,5726,395,386,2823,979,1012,33724,0,60364456,24354123,860
1,5687,390,386,2781,979,1010,33544,0,60364465,24354115,860
1,5658,385,386,2737,982,1009,33373,0,60364475,24354106,860
1,5573,382,386,2701,983,1009,33076,0,60364481,24354096,860
1,5486,379,386,2666,986,1006,32835,0,60364490,24354086,860
1,5467,375,386,2628,986,1006,32625,0,60364498,24354075,860
1,5450,373,386,2597,988,1005,32468,0,60364505,24354065,860
1,5379,372,386,2566,988,1007,32281,0,60364513,24354053,860
1,5322,368,386,2533,990,1007,32151,0,60364520,24354041,860
1,5300,366,386,2507,989,1005,31954,0,60364526,24354028,860
1,5270,364,386,2480,990,1008,31867,0,60364533,24354016,860
1,5232,361,386,2451,991,1006,31729,0,60364540,24354003,860
1,5211,359,386,2427,990,1010,31618,0,60364546,24353990,860
1,5149,356,386,2403,989,1011,31523,0,60364553,24353976,860
1,5102,352,386,2377,988,1014,31430,0,60364558,24353965,860
1,5053,347,386,2357,986,1013,31264,0,60364565,24353951,860
1,4954,342,386,2335,983,1014,31197,0,60364570,24353938,860
1,4870,338,386,2313,982,1021,31080,0,60364576,24353925,860
1,4777,332,386,2296,980,1026,30954,0,60364581,24353910,860
1,4667,323,386,2277,979,1026,30768,0,60364586,24353896,860
1,4416,312,386,2261,980,1022,30522,0,60364591,24353883,860
1,4387,303,386,2252,981,1006,30265,0,60364595,24353868,860
1,4356,296,386,2240,983,1005,29931,0,60364598,24353853,860
1,4378,296,386,2231,985,999,29617,0,60364601,24353840,860
1,4341,297,386,2229,986,1008,29232,0,60364603,24353825,860
1,4197,294,386,2223,984,1012,28836,0,60364605,24353811,860
1,4147,292,386,2212,981,1018,28608,0,60364606,24353796,860
1,4182,286,386,2204,978,1029,28320,0,60364608,24353781,860
1,4184,277,386,2193,976,1028,28165,0,60364610,24353766,860
1,4090,266,386,2177,975,1024,27877,0,60364610,24353753,860
1,4054,254,386,2165,974,1019,27625,0,60364610,24353740,860
1,3925,249,386,2152,977,1012,27164,0,60364608,24353726,860
1,3873,243,385,2139,978,1013,26367,0,60364605,24353715,860
1,3808,237,385,2133,980,1008,25816,0,60364603,24353703,860
1,3802,234,386,2123,980,1013,25115,0,60364600,24353691,860
1,3799,231,385,2113,982,1010,24582,0,60364596,24353681,860
1,3709,225,385,2107,983,1008,23835,0,60364593,24353671,860
1,3665,221,385,2100,984,997,23249,0,60364588,24353663,860
1,3786,221,385,2092,986,996,22735,0,60364585,24353656,860
1,3965,222,385,2097,986,991,22158,0,60364580,24353650,860
1,4089,225,385,2123,987,998,21636,0,60364575,24353643,860
1,4110,228,385,2172,988,990,21099,0,60364570,24353638,860
1,4121,228,385,2226,988,995,20647,0,60364563,24353635,860
1,4165,231,385,2289,987,978,20208,0,60364558,24353631,860
1,4239,235,385,2373,989,980,19953,0,60364553,24353628,860
1,4308,242,385,2444,989,975,19532,0,60364546,24353626,860
1,4358,253,385,2511,990,985,19217,0,60364540,24353625,850
1,4269,259,386,2592,993,987,18927,0,60364535,24353623,850
1,4246,263,385,2658,994,994,18530,0,60364526,24353623,850
1,4217,268,386,2723,993,998,18256,0,60364520,24353623,850
1,3952,269,386,2795,995,1003,18131,0,60364513,24353621,850
1,3908,267,385,2826,995,1005,17961,0,60364506,24353623,850
1,3861,267,385,2824,995,1007,17860,0,60364500,24353623,850
1,3807,264,385,2784,996,1012,17780,0,60364493,24353623,850
1,3738,260,385,2727,997,1012,17626,0,60364486,24353625,850
1,3640,256,385,2655,997,1015,17450,0,60364480,24353625,850
1,3591,250,385,2558,998,1013,17470,0,60364473,24353626,850
1,3504,245,385,2478,998,1012,17367,0,60364466,24353628,850
1,3432,240,385,2428,998,1011,17322,0,60364461,24353630,850
1,3413,236,385,2382,998,1014,17294,0,60364455,24353630,850
1,3380,232,385,2349,999,1015,17220,0,60364448,24353631,850
1,3347,226,385,2328,998,1013,17186,0,60364443,24353633,850
1,3303,219,385,2310,998,1011,17203,0,60364438,24353635,850
1,3281,216,385,2295,999,1014,17155,0,60364431,24353636,850
1,3216,212,385,2285,998,1016,17058,0,60364426,24353638,860
1,3232,205,385,2275,998,1017,17072,0,60364421,24353640,860
1,3225,199,385,2270,999,1014,17112,0,60364416,24353641,860
1,3203,194,385,2263,999,1017,16976,0,60364411,24353643,860
1,3265,188,385,2253,999,1022,16961,0,60364406,24353645,860
1,3256,181,385,2244,1000,1022,17003,0,60364401,24353646,860
1,3307,172,385,2233,1000,1022,16912,0,60364396,24353648,860
1,3353,163,385,2223,1000,1026,16878,0,60364393,24353651,860
1,3346,157,385,2214,1000,1027,17000,0,60364388,24353651,860
1,3348,146,385,2205,1000,1032,16868,0,60364385,24353653,860
1,3381,134,385,2198,999,1014,16963,0,60364381,24353655,860
1,3409,125,385,2195,999,1030,17209,0,60364376,24353656,860
1,3373,121,385,2195,999,1026,17164,0,60364373,24353656,860
1,3363,111,385,2192,999,1036,17262,0,60364371,24353658,860
1,3287,96,385,2184,999,1029,17078,0,60364368,24353658,860
1,3250,88,385,2174,999,1026,17313,0,60364365,24353658,860
1,3189,76,385,2160,999,1027,17233,0,60364363,24353660,860
1,3133,66,385,2140,999,1016,17223,0,60364361,24353660,860
1,2987,59,385,2120,999,1034,17004,0,60364360,24353661,860
1,2907,52,385,2100,999,1028,17062,0,60364358,24353661,860
1,2721,38,385,2083,999,1030,17272,0,60364356,24353661,860
1,2721,26,385,2066,999,1015,17072,0,60364355,24353663,860
1,2559,21,385,2054,999,1019,17171,0,60364355,24353663,860
1,2435,13,385,2047,1000,1013,17190,0,60364353,24353663,860
1,2298,7,385,2038,1000,1007,17166,0,60364353,24353663,860
1,2247,3,385,2028,1000,1003,17517,0,60364351,24353663,860
1,2171,1,385,2019,1000,998,17727,0,60364351,24353663,860
1,2144,0,385,2010,1000,999,17727,0,60364351,24353663,860
1,2069,1,385,2000,1000,998,17727,0,60364351,24353661,860
1,1995,2,385,1989,1000,1000,17727,0,60364351,24353661,860
1,1888,1,385,1978,1000,1001,17727,0,60364351,24353661,860
1,1927,2,385,1970,1000,1000,17727,0,60364351,24353661,860
1,1950,1,384,1971,1000,1001,17727,0,60364351,24353661,860
1,1872,1,384,1970,1000,999,17727,0,60364351,24353661,860
1,1974,1,385,1970,1000,1001,17727,0,60364351,24353661,860
1,1917,0,385,1973,1000,1000,17727,0,60364351,24353661,860
1,2054,0,385,1972,1000,1000,17727,0,60364350,24353661,860
1,1882,0,385,1974,1000,1000,17727,0,60364350,24353661,860
1,2092,0,385,1972,1000,998,17727,0,60364350,24353661,860
1,2161,0,385,1972,1000,999,17727,0,60364350,24353660,860
1,1878,1,384,1979,1000,999,17727,0,60364350,24353660,860
1,1918,1,384,1987,1000,1000,17727,0,60364350,24353660,860
1,1730,1,384,1987,1000,1000,17727,0,60364350,24353660,860
1,1536,1,384,1981,1000,1000,17727,0,60364350,24353660,860
1,1492,0,384,1968,1000,1000,17727,0,60364350,24353660,860
1,1334,0,384,1950,1000,1000,17727,0,60364350,24353660,860
1,1149,0,385,1931,1000,999,17727,0,60364350,24353660,860
1,1740,0,385,1914,1000,999,17727,0,60364350,24353660,860
1,1278,0,385,1898,1000,1000,17727,0,60364350,24353660,860
1,813,1,385,1887,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1879,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1866,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1856,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1848,1000,999,17727,0,60364350,24353660,860
1,813,0,384,1836,1000,1000,17727,0,60364350,24353660,860
1,813,1,385,1833,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1835,1000,1000,17727,0,60364350,24353660,860
1,813,0,385,1834,1000,1000,17727,0,60364350,24353660,860
1,0,1,385,1837,1000,1000,17727,0,60364350,24353660,860
1,0,0,385,1843,1000,1000,17727,0,60364350,24353660,860
1,0,0,384,1843,1000,1000,17727,0,60364350,24353660,860
1,0,0,384,1847,1000,999,17727,0,60364350,24353660,860
1,0,0,384,1852,1000,1000,17727,0,60364350,24353660,860
1,0,0,384,1852,1000,1000,17727,0,60364350,24353660,860
1,0,0,385,1857,1000,999,17727,0,60364350,24353660,860
1,0,0,384,1862,1000,1000,17727,0,60364350,24353660,860
1,0,1,384,1862,1000,999,17727,0,60364350,24353660,860
1,0,1,384,1865,1000,1000,17727,0,60364350,24353660,860
1,0,0,384,1870,1000,999,17727,0,60364350,24353660,860
1,0,1,385,1869,1000,1000,17727,0,60364350,24353660,860
1,0,1,385,1872,1000,1001,17727,0,60364350,24353660,860
1,0,0,385,1877,1000,1000,17727,0,60364350,24353660,860
1,0,0,385,1876,1000,1000,17727,0,60364348,24353658,860
1,0,0,385,1878,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1883,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1882,1000,999,17727,0,60364348,24353658,860
1,0,1,384,1885,1000,1000,17727,0,60364348,24353658,860
1,0,1,384,1888,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1888,1000,1000,17727,0,60364348,24353658,860
1,0,1,384,1890,1000,999,17727,0,60364348,24353658,860
1,0,1,384,1893,1000,1001,17727,0,60364348,24353658,860
1,0,0,384,1893,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1896,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1899,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1898,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1901,1000,1000,17727,0,60364348,24353658,860
1,0,1,384,1905,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1904,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1904,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1906,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1911,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1910,1000,1000,17727,0,60364348,24353658,860
1,0,0,384,1912,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1915,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1914,1000,999,17727,0,60364348,24353658,860
1,0,1,384,1916,1000,1000,17727,0,60364348,24353658,860
1,0,1,384,1918,1000,999,17727,0,60364348,24353658,860
1,0,0,384,1917,1000,999,17727,0,60364346,24353658,860
1,0,1,384,1920,1000,1000,17727,0,60364348,24353658,860
1,0,2,383,1922,1000,1001,17727,0,60364346,24353658,860
1,0,1,383,1920,1000,1001,17727,0,60364346,24353658,860
1,0,0,384,1922,1000,1000,17727,0,60364346,24353656,860
1,0,0,384,1926,1000,1000,17727,0,60364346,24353656,860
1,0,0,384,1924,1000,998,17727,0,60364346,24353656,860
1,0,0,384,1925,1000,999,17727,0,60364346,24353656,860
1,0,1,384,1929,1000,999,17727,0,60364346,24353656,860
1,0,1,384,1928,1000,999,17727,0,60364346,24353656,860
1,0,1,384,1929,1000,999,17727,0,60364346,24353656,860
1,0,1,384,1933,1000,999,17727,0,60364346,24353656,860
1,0,1,384,1933,1000,999,17727,0,60364346,24353656,860
